OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5887,2023-058AJ,2024-08-16T06:47:06.980352,15.01305243,0.0001902,97.6548,229.315,82.3285,277.8155,0,U,56349,999,7255,-0.0006575,-8.504e-05,0
STARLINK-5886,2023-058AK,2024-08-16T21:13:36.335712,15.01309178,0.0002096,97.6568,229.9032,98.3064,261.8398,0,U,56350,999,7215,-0.0006926,-8.955e-05,0
STARLINK-5891,2023-058AL,2024-08-16T00:20:33.085248,15.01269664,0.000257,97.655,229.0554,99.1675,260.984,0,U,56351,999,7251,0.00043162,5.491e-05,0
STARLINK-5885,2023-058AM,2024-08-16T21:16:17.563296,15.01265551,0.0002099,97.6596,229.9044,114.4229,245.7214,0,U,56352,999,7215,0.00016074,2.006e-05,0
STARLINK-5874,2023-058AN,2024-08-16T12:49:43.709088,15.01275917,0.000468,97.653,229.5972,86.7518,273.4242,0,U,56353,999,7259,-9.5945e-05,-1.292e-05,0
STARLINK-5877,2023-058AP,2024-08-16T21:19:18.365664,15.0127262,0.0001793,97.6568,229.8948,119.391,240.7494,0,U,56354,999,7215,8.8334e-05,1.076e-05,0
STARLINK-5533,2023-058AQ,2024-08-16T06:36:29.780352,15.01270005,0.0003107,97.6543,229.3264,79.2968,280.8606,0,U,56355,999,7255,0.00051635,6.581e-05,0
STARLINK-5535,2023-058AR,2024-08-16T06:39:09.751680,15.01252856,0.0002628,97.6563,229.3253,95.1606,264.9918,0,U,56356,999,7255,0.00021881,2.752e-05,0
STARLINK-5538,2023-058AS,2024-08-16T06:36:49.857120,15.01274533,0.0003253,97.6548,229.326,76.7962,283.3625,0,U,56357,999,7255,0.00022452,2.827e-05,0
STARLINK-5482,2023-058AT,2024-08-16T06:41:48.094368,15.01287937,0.0002369,97.6543,229.3208,79.8921,280.2571,0,U,56358,999,7255,0.00074463,9.525e-05,0
STARLINK-5551,2023-058AU,2024-08-16T06:34:09.655968,15.01286155,0.0003734,97.654,229.329,78.2658,281.8985,0,U,56359,999,7255,0.00054905,7.006e-05,0
STARLINK-5549,2023-058AV,2024-08-16T09:45:46.729440,15.01250357,0.0003808,97.6535,229.4601,89.2258,270.9402,0,U,56360,999,7257,-0.0011031,-0.00014198,0
STARLINK-5550,2023-058AW,2024-08-16T12:55:03.572256,15.01280462,0.0003672,97.6534,229.5939,91.5089,268.6556,0,U,56361,999,7259,0.00010241,1.257e-05,0
STARLINK-5972,2023-058AX,2024-08-16T06:28:28.202304,15.01282713,0.0005182,97.654,229.3326,88.9097,271.2721,0,U,56362,999,7255,-0.00042631,-5.535e-05,0
O3B MPOWER F4,2023-059A,2024-08-14T22:38:23.748288,5.00113621,0.0006772,0.0651,1.5414,129.2228,229.295,0,U,56367,999,2502,0,-1.5e-07,0
O3B MPOWER F3,2023-059B,2024-08-15T05:02:26.392416,5.00115347,0.0005811,0.0658,2.7121,146.947,210.375,0,U,56368,999,2116,0,-1.5e-07,0
FALCON 9 R/B,2023-059C,2024-08-16T01:35:57.211296,7.26695702,0.1877243,8.5857,52.8309,97.2749,284.3348,0,U,56369,999,3456,-0.0056307,3.4e-07,0
STARLINK-30604,2023-160A,2024-08-16T12:06:13.273920,15.02571688,0.0002196,43.0029,298.7973,259.1636,100.8959,0,U,58075,999,4711,-0.00025647,-3.67e-05,0
STARLINK-30500,2023-160B,2024-08-15T21:58:52.962528,15.02542819,0.0001468,43.0059,301.2599,285.2365,74.8316,0,U,58076,999,4706,0.00035276,4.565e-05,0
STARLINK-30613,2023-160C,2024-08-16T11:56:39.233184,15.02547665,0.0001235,43.0024,298.7455,268.4859,91.5842,0,U,58077,999,4715,0.00077615,0.000103,0
STARLINK-30597,2023-160D,2024-08-15T21:49:30.652320,15.02496869,0.0001351,43.0068,302.0529,263.719,96.3499,0,U,58078,999,4706,-1.3486e-05,-3.86e-06,0
STARLINK-30598,2023-160E,2024-08-15T21:30:18.497088,15.02545264,4.38e-05,43.0038,301.9706,268.4872,91.592,0,U,58079,999,4702,0.00054463,7.163e-05,0
STARLINK-30603,2023-160F,2024-08-15T21:25:31.555776,15.02530781,6.24e-05,43.0062,301.9462,292.5412,67.5364,0,U,58080,999,4702,0.00053743,7.062e-05,0
STARLINK-30602,2023-160G,2024-08-15T22:13:16.274784,15.02532838,0.0001014,43.0005,301.3239,267.8032,92.2694,0,U,58081,999,4708,0.00060686,8.003e-05,0
STARLINK-30610,2023-160H,2024-08-16T13:17:59.553600,15.02553101,0.0001321,43.0026,298.3098,270.9855,89.0836,0,U,58082,999,4715,0.000583,7.684e-05,0
STARLINK-30551,2023-160J,2024-08-15T11:41:33.504576,15.02528904,0.0002166,43.0054,304.0614,269.0575,91.0019,0,U,58083,999,4700,0.0003592,4.651e-05,0
STARLINK-30586,2023-160K,2024-08-15T11:36:46.164960,15.02574689,0.0001925,43.0054,304.0352,253.9071,106.1559,0,U,58084,999,4701,0.0033655,0.00045603,0
STARLINK-30609,2023-160L,2024-08-15T11:31:58.565280,15.02553569,0.0001402,43.0073,304.0117,288.6354,71.4336,0,U,58085,999,4700,0.001212,0.00016214,0
STARLINK-30583,2023-160M,2024-08-15T11:27:10.359072,15.02547772,0.0001462,43.0051,303.9869,244.3087,115.7605,0,U,58086,999,4701,0.00091578,0.00012192,0
STARLINK-30557,2023-160N,2024-08-15T11:33:32.274720,15.02552537,9.31e-05,43.0002,304.0158,294.2148,65.8597,0,U,58087,999,4701,0.00051025,6.699e-05,0
STARLINK-30591,2023-160P,2024-08-15T22:27:41.385888,15.02551804,0.0002059,42.998,301.4003,116.6243,243.481,0,U,58088,999,4708,0.001327,0.00017775,0
STARLINK-30584,2023-160Q,2024-08-15T22:22:52.120416,15.02564846,0.0002933,42.9993,301.3841,271.2471,88.8035,0,U,58089,999,4703,0.00081249,0.00010797,0
STARLINK-30590,2023-160R,2024-08-15T22:32:28.063680,15.02549099,0.0001512,43.0025,301.4302,281.5497,78.5176,0,U,58090,999,4708,0.00082452,0.00010956,0
STARLINK-30608,2023-160S,2024-08-15T22:18:05.092704,15.02541089,0.0001708,43.0024,301.3564,244.72,115.3465,0,U,58091,999,4703,0.00054177,7.123e-05,0
STARLINK-30615,2023-160T,2024-08-15T22:14:55.492224,15.0249623,5.5e-05,43.0043,301.3342,205.5441,154.5374,0,U,58092,999,4703,0.00039467,5.126e-05,0
STARLINK-30578,2023-160U,2024-08-16T12:01:26.134752,15.0253579,0.0001492,43.0042,298.7548,256.9937,103.0739,0,U,58093,999,4714,0.00052988,6.961e-05,0
STARLINK-30574,2023-160V,2024-08-15T22:08:28.579200,15.02540275,0.0001742,42.9961,301.3066,275.4555,84.6088,0,U,58094,999,4708,0.00050039,6.563e-05,0
STARLINK-30570,2023-160W,2024-08-15T22:03:41.035680,15.02541579,0.0001468,43.0067,301.2811,250.8915,109.1768,0,U,58095,999,4703,0.00043707,5.706e-05,0
STARLINK-30581,2023-160X,2024-08-15T21:54:17.057952,15.02538563,0.000126,43.0035,302.0791,274.5489,85.5209,0,U,58096,999,4705,0.00051948,6.821e-05,0
STARLINK-30594,2023-161A,2024-08-16T10:28:43.137696,15.30213981,9.42e-05,53.1613,294.2797,102.8341,257.2765,0,U,58097,999,4711,0.0014588,0.00043116,0
STARLINK-30614,2023-161B,2024-08-16T10:24:09.677376,15.30201471,0.0001779,53.1601,294.2589,80.1018,280.0183,0,U,58098,999,4711,-7.6153e-05,-2.614e-05,0
STARLINK-30607,2023-161C,2024-08-16T09:18:39.718080,15.28062886,6.7e-05,53.1314,286.0955,98.947,261.1605,0,U,58099,999,4721,0.0001597,4.081e-05,0
STARLINK-30600,2023-161D,2024-08-16T09:03:47.441088,15.30194543,0.0001741,53.1606,294.6147,74.5399,285.5794,0,U,58100,999,4710,5.1174e-05,1.156e-05,0
STARLINK-30605,2023-161E,2024-08-16T10:18:04.869792,15.30210609,0.0001263,53.1614,294.2326,97.5175,262.5969,0,U,58101,999,4711,0.00031883,9.098e-05,0
STARLINK-30592,2023-161F,2024-08-16T10:13:31.894176,15.30199613,0.0002103,53.1608,294.2126,145.9788,214.1347,0,U,58102,999,4711,-9.3009e-05,-3.113e-05,0
STARLINK-30589,2023-161G,2024-08-16T09:55:19.442208,15.28034241,0.000143,53.1593,293.9387,70.0828,290.0325,0,U,58103,999,4711,6.472e-05,1.443e-05,0
STARLINK-30617,2023-161H,2024-08-16T09:48:35.747712,15.28016458,0.000123,53.1565,293.9109,93.2495,266.8645,0,U,58104,999,4711,9.0331e-05,2.152e-05,0
STARLINK-30616,2023-161J,2024-08-16T10:11:54.920544,15.34232284,0.0001673,53.1613,292.6,93.176,266.9434,0,U,58105,999,4713,-6.3921e-05,-2.523e-05,0
STARLINK-30612,2023-161K,2024-08-16T10:12:23.409216,15.34231264,0.0001593,53.1598,292.6124,64.461,295.6557,0,U,58106,999,4713,-8.6421e-05,-3.279e-05,0
STARLINK-30421,2023-161L,2024-08-16T09:58:57.691200,15.34232019,0.000128,53.1616,292.519,67.7329,292.3809,0,U,58107,999,4713,-2.0187e-05,-1.054e-05,0
STARLINK-30611,2023-161M,2024-08-16T09:58:28.680672,15.34223876,0.0001202,53.1588,292.4993,101.1511,258.9627,0,U,58108,999,4713,7.2536e-05,2.062e-05,0
STARLINK-30606,2023-161N,2024-08-16T14:00:01.000224,15.30167278,0.0001031,53.1607,293.6305,91.5765,339.8742,0,U,58109,999,585,0.0010703,0.00031442,0
STARLINK-30596,2023-161P,2024-08-16T09:59:50.423712,15.30209533,0.0001128,53.1587,294.1545,125.9778,234.1328,0,U,58110,999,4711,-0.00010787,-3.553e-05,0
STARLINK-30595,2023-161Q,2024-08-16T10:22:48.365472,15.28033887,0.0001945,53.1611,294.2528,92.0024,268.1198,0,U,58111,999,4711,0.00057303,0.00015561,0
STARLINK-30593,2023-161R,2024-08-16T10:29:03.302592,15.28023484,0.0001473,53.1611,294.28,68.4911,291.6246,0,U,58112,999,4711,0.00010242,2.487e-05,0
STARLINK-30353,2023-161S,2024-08-16T10:15:33.771744,15.28069374,0.0004656,53.1587,294.2276,165.2822,194.8314,0,U,58113,999,4711,0.0027161,0.00075783,0
STARLINK-30572,2023-161T,2024-08-16T10:29:32.350272,15.28034225,0.0001567,53.1591,294.2798,98.7541,261.3636,0,U,58114,999,4711,0.00058697,0.00015949,0
STARLINK-30580,2023-161U,2024-08-16T10:04:24.262464,15.30193422,9.74e-05,53.1575,294.154,79.1533,280.9577,0,U,58115,999,4711,0.0005635,0.00016364,0
STARLINK-30493,2023-161V,2024-08-16T13:24:25.385760,15.28016663,0.0001262,53.1594,293.6205,92.3426,267.7719,0,U,58116,999,4700,0.0002916,7.733e-05,0
STARLINK-30601,2023-161W,2024-08-16T10:02:05.288064,15.28040618,0.0001433,53.1591,294.1601,81.2729,278.8433,0,U,58117,999,4711,-4.5625e-05,-1.615e-05,0
STARLINK-30795,2023-162A,2024-08-16T01:44:24.626400,15.02538138,0.0001153,43.0027,353.7316,255.3903,104.6812,0,U,58118,999,4646,0.00041297,5.38e-05,0
STARLINK-30765,2023-162B,2024-08-15T14:59:52.859904,15.02600354,0.0001618,43.0072,356.381,301.7619,58.3066,0,U,58119,999,4639,0.0024802,0.00033518,0
STARLINK-30768,2023-162C,2024-08-16T01:39:36.579168,15.02564055,0.0001137,43.0031,353.7108,276.8758,83.1955,0,U,58120,999,4646,0.00069239,9.169e-05,0
STARLINK-30799,2023-162D,2024-08-15T14:58:16.777056,15.02530015,0.0001425,43.0075,356.3704,283.5113,76.557,0,U,58121,999,4517,0.00022694,2.863e-05,0
STARLINK-30759,2023-162E,2024-08-16T01:36:25.537536,15.02530008,8.77e-05,43.0018,353.6898,294.657,65.4181,0,U,58122,999,4647,0.000989,0.00013179,0
STARLINK-30781,2023-162F,2024-08-16T01:34:50.041344,15.02549096,1.73e-05,43.0077,353.6788,252.1876,107.8947,0,U,58123,999,4646,0.0010548,0.00014078,0
STARLINK-30754,2023-162G,2024-08-16T08:00:01.000224,15.02534793,0.0001376,43.0034,352.4704,256.5855,3.9005,0,U,58124,999,585,0.0038798,0.00052599,0
STARLINK-30766,2023-162H,2024-08-16T01:30:02.429568,15.02540826,7.97e-05,43.0013,353.6538,265.9016,94.1735,0,U,58125,999,4646,0.00055385,7.287e-05,0
STARLINK-30767,2023-162J,2024-08-16T01:25:14.283840,15.02542406,7e-05,43.0024,353.6279,193.1331,166.9493,0,U,58126,999,4646,0.00051232,6.725e-05,0
STARLINK-30790,2023-162K,2024-08-16T01:20:25.932480,15.02533817,5.15e-05,43.004,353.6045,219.999,140.0815,0,U,58127,999,4646,0.00015289,1.862e-05,0
STARLINK-30787,2023-162L,2024-08-16T09:14:16.034784,15.02546107,0.0002458,43.0101,351.7806,274.4007,85.6554,0,U,58128,999,4651,0.00013368,1.603e-05,0
STARLINK-30756,2023-162M,2024-08-16T01:58:48.486432,15.02532757,3.85e-05,42.9997,353.7884,302.5038,57.5767,0,U,58129,999,4646,0.00078198,0.00010374,0
STARLINK-30783,2023-162N,2024-08-16T15:32:25.797120,15.02502438,0.0001034,43.0049,350.3036,279.6856,80.3869,0,U,58130,999,4654,-0.00029854,-4.23e-05,0
STARLINK-30757,2023-162P,2024-08-16T15:27:36.905760,15.02539737,9.12e-05,43.0037,350.2802,252.5097,107.5646,0,U,58131,999,4651,0.00059768,7.88e-05,0
STARLINK-30770,2023-162Q,2024-08-16T01:54:00.133344,15.02544352,5.55e-05,43.0004,353.7605,217.4619,142.6184,0,U,58132,999,4646,0.00047676,6.244e-05,0
STARLINK-30758,2023-162R,2024-08-16T15:26:00.835872,15.0253474,0.0001515,43.0037,350.2709,252.5455,107.5222,0,U,58133,999,4656,0.00030181,3.875e-05,0
STARLINK-30761,2023-162S,2024-08-16T01:49:12.583776,15.02544292,0.0001058,42.9935,353.7292,163.5488,196.5388,0,U,58134,999,4646,0.00054232,7.131e-05,0
STARLINK-30772,2023-162T,2024-08-16T18:34:25.312512,15.02558738,0.0001588,43.0029,350.3754,262.9403,97.1259,0,U,58135,999,4647,0.00080849,0.00010741,0
STARLINK-30776,2023-162U,2024-08-16T00:56:37.700736,15.02544362,6.16e-05,43.0036,354.302,229.7142,130.3646,0,U,58136,999,4645,0.00049611,6.506e-05,0
STARLINK-30782,2023-162V,2024-08-16T18:24:50.146848,15.02550763,0.0001513,43.0072,350.3311,264.9814,95.0856,0,U,58137,999,4657,0.00017854,2.21e-05,0
STARLINK-30769,2023-162W,2024-08-16T13:28:04.216224,15.02535677,0.0001184,43.0029,351.3615,249.5853,110.4862,0,U,58138,999,4653,6.0004e-05,6.07e-06,0
STARLINK-30775,2023-162X,2024-08-16T18:20:02.821920,15.0254105,2.21e-05,43.0042,350.3012,261.9671,98.1146,0,U,58139,999,4656,0.00047152,6.172e-05,0
STARLINK-30780,2023-162Y,2024-08-16T18:10:26.562432,15.02542214,8.95e-05,43.0042,350.2492,241.5795,118.4958,0,U,58140,999,4535,0.00012234,1.45e-05,0
YAOGAN-39 04A,2023-163A,2024-08-16T10:29:19.529376,15.23039383,0.0004086,34.9947,236.8564,85.8126,274.3056,0,U,58141,999,4540,0.0012048,0.00029141,0
CZ-2D R/B,2023-163B,2024-08-16T08:17:05.782848,15.5689381,0.0008785,34.9832,201.0835,192.3531,167.698,0,U,58142,999,4575,0.0027936,0.00213513,0
YAOGAN-39 04B,2023-163C,2024-08-16T10:32:41.067744,15.23209179,0.0006548,34.9929,236.8718,179.6861,180.3858,0,U,58143,999,4539,0.0010353,0.00025158,0
YAOGAN-39 04C,2023-163E,2024-08-16T10:26:21.940224,15.2335507,0.000834,34.992,236.81,72.431,287.7315,0,U,58145,999,4540,0.0012853,0.00031416,0
COSMOS 2570,2023-165A,2024-08-13T20:16:27.625152,13.96673352,0.00054,67.1487,123.5811,264.4464,95.6005,0,U,58148,999,4074,0.00010495,7e-07,0
STARLINK-30802,2023-166A,2024-08-15T15:13:56.906688,15.30204291,0.0002145,53.16,352.4246,95.4568,264.6677,0,U,58150,999,4575,0.00021185,5.921e-05,0
STARLINK-30834,2023-166B,2024-08-16T20:07:01.223040,15.28043667,0.0001693,53.161,346.215,78.1699,281.949,0,U,58151,999,4593,0.00014207,3.589e-05,0
STARLINK-30833,2023-166C,2024-08-14T15:40:05.818368,15.30203823,0.0001208,53.1607,356.9573,86.5881,273.5258,0,U,58152,999,4559,-6.1207e-05,-2.172e-05,0
STARLINK-30831,2023-166D,2024-08-16T01:44:58.157376,15.30196863,9.22e-05,53.1624,350.1953,93.745,266.3656,0,U,58153,999,4581,5.5782e-05,1.293e-05,0
STARLINK-30797,2023-166E,2024-08-15T22:07:56.652672,15.28103171,0.0001048,53.1606,350.447,76.5637,283.5479,0,U,58154,999,4557,0.0020462,0.00056906,0
STARLINK-30804,2023-166F,2024-08-15T15:01:46.791264,15.30195336,0.0001112,53.164,352.3788,46.5361,313.5732,0,U,58155,999,4575,0.00018184,5.029e-05,0
STARLINK-30784,2023-166G,2024-08-16T19:28:22.683360,15.30243174,0.0001193,53.1614,346.9709,96.9989,263.1147,0,U,58156,999,4576,5.2363e-05,1.194e-05,0
STARLINK-30803,2023-166H,2024-08-16T01:40:25.276800,15.30179853,0.0001668,53.1622,350.1608,87.2866,272.8326,0,U,58157,999,4566,3.2904e-05,6.15e-06,0
STARLINK-30829,2023-166J,2024-08-15T15:06:21.177792,15.30199855,0.0001279,53.162,352.4029,104.9536,255.1607,0,U,58158,999,4575,0.00017691,4.884e-05,0
STARLINK-30788,2023-166K,2024-08-15T14:57:14.471424,15.30166904,0.0001632,53.1635,352.3656,100.8494,259.269,0,U,58159,999,4558,0.00025941,7.324e-05,0
STARLINK-30779,2023-166L,2024-08-16T01:49:32.261376,15.30179745,0.0002618,53.1618,350.2093,106.3285,253.8004,0,U,58160,999,4581,0.00050892,0.00014734,0
STARLINK-30773,2023-166M,2024-08-14T14:57:33.150240,15.30198168,0.0001744,53.1604,356.7677,117.742,242.3758,0,U,58161,999,4559,0.00013531,3.65e-05,0
STARLINK-30816,2023-166N,2024-08-16T01:22:10.519680,15.30197849,0.0001166,53.1624,350.0937,96.3667,263.7466,0,U,58162,999,4581,0.00019673,5.471e-05,0
STARLINK-30763,2023-166P,2024-08-15T14:44:35.755872,15.3423485,0.0002019,53.1635,348.2342,95.9746,264.1487,0,U,58163,999,4579,0.00041247,0.00013512,0
STARLINK-30815,2023-166Q,2024-08-16T01:35:51.115776,15.30209112,0.000186,53.1605,350.1543,90.7479,269.3734,0,U,58164,999,4581,0.00025477,7.196e-05,0
STARLINK-30814,2023-166R,2024-08-16T00:53:18.518496,15.30191377,0.0001108,53.1577,349.976,122.9184,237.1924,0,U,58165,999,4581,0.0001388,3.753e-05,0
STARLINK-30789,2023-166S,2024-08-16T20:19:55.872480,15.30211931,0.0003361,53.1602,346.4953,69.0208,291.1152,0,U,58166,999,4593,0.00024701,6.966e-05,0
STARLINK-30811,2023-166T,2024-08-16T18:17:00.180960,15.30206743,0.0001978,53.1601,346.6718,80.6746,279.4478,0,U,58167,999,4576,1.9236e-05,2.1e-06,0
STARLINK-30812,2023-166U,2024-08-16T00:57:51.998688,15.30189671,0.0001358,53.1641,349.9877,92.3757,267.74,0,U,58168,999,4566,0.00011621,3.083e-05,0
STARLINK-30771,2023-166V,2024-08-16T20:06:14.446080,15.3020326,0.0001607,53.1588,346.4368,100.4663,259.6518,0,U,58169,999,4593,4.4295e-05,9.53e-06,0
STARLINK-30764,2023-166W,2024-08-16T18:27:37.925280,15.3021425,0.0001435,53.161,346.7201,114.9121,245.2029,0,U,58170,999,4592,-0.0001708,-5.417e-05,0
STARLINK-30752,2023-166X,2024-08-16T18:23:05.214048,15.30206316,0.000302,53.1597,346.6911,84.8046,275.3299,0,U,58171,999,4593,0.00011658,3.095e-05,0
COSMOS 2571,2023-165C,2024-08-16T17:25:23.231712,13.9867047,0.0014855,67.1564,117.8131,132.1998,228.0351,0,U,58172,999,4078,0.00022085,2.42e-06,0
STARLINK-30753,2023-167A,2024-08-16T19:23:19.264704,15.0253602,0.0002266,43.0052,2.2357,264.5286,95.5298,0,U,58175,999,4518,0.00016672,2.049e-05,0
STARLINK-30824,2023-167B,2024-08-16T01:48:43.546464,15.02533859,5.58e-05,43.003,6.2028,267.6859,92.392,0,U,58176,999,4512,0.00026068,3.319e-05,0
STARLINK-30791,2023-167C,2024-08-16T02:12:41.131872,15.02540662,0.0001238,43.0068,6.3108,277.5161,82.5541,0,U,58177,999,4512,7.1514e-05,7.63e-06,0
STARLINK-30810,2023-167D,2024-08-16T19:12:18.156096,15.02540158,6.55e-05,43.001,3.0215,218.1828,141.8968,0,U,58178,999,4517,8.6525e-05,9.66e-06,0
STARLINK-30819,2023-167E,2024-08-16T19:07:31.529280,15.02532875,0.0002107,43.0051,2.9989,275.7194,84.3408,0,U,58179,999,4522,4.073e-05,3.46e-06,0
STARLINK-30806,2023-167F,2024-08-16T17:26:59.023392,15.02559894,0.000259,43.0047,3.3344,267.1377,92.9169,0,U,58180,999,4516,0.0013432,0.00017999,0
STARLINK-30821,2023-167G,2024-08-16T16:29:27.847104,15.02514591,3.4e-05,43.0031,3.0345,278.2072,81.8732,0,U,58181,999,4516,0.00014448,1.748e-05,0
STARLINK-30778,2023-167H,2024-08-16T16:24:38.026080,15.02552444,0.0003544,43.0091,3.0066,278.0627,81.9813,0,U,58182,999,4516,0.00036712,4.761e-05,0
STARLINK-30809,2023-167J,2024-08-16T18:57:55.187712,15.02541308,0.000159,43.0077,2.9471,264.9489,95.1172,0,U,58183,999,4517,0.00012993,1.552e-05,0
STARLINK-30801,2023-167K,2024-08-16T18:53:07.456704,15.02552802,0.0002228,43.0057,2.9187,257.8906,102.1687,0,U,58184,999,4517,0.00049832,6.537e-05,0
STARLINK-30793,2023-167L,2024-08-16T01:58:18.598944,15.02573344,0.0001683,43.0038,6.2356,264.2093,95.8557,0,U,58185,999,4512,0.0011295,0.00015102,0
STARLINK-30755,2023-167M,2024-08-16T18:40:21.171648,15.0255444,0.0001304,43.0001,2.855,84.7646,275.3345,0,U,58186,999,4517,0.001158,0.00015481,0
STARLINK-30760,2023-167N,2024-08-16T16:15:04.862304,15.02550255,8.97e-05,43.0054,2.9571,269.3273,90.7467,0,U,58187,999,4521,-0.00020676,-2.996e-05,0
STARLINK-30826,2023-167P,2024-08-16T02:41:28.038048,15.02548368,9.37e-05,43.0008,6.4582,268.0525,92.021,0,U,58188,999,4512,0.00053128,6.983e-05,0
STARLINK-30796,2023-167Q,2024-08-16T02:46:16.453344,15.02543516,0.0001202,43.0049,6.4834,257.3902,102.6806,0,U,58189,999,4512,0.00054549,7.174e-05,0
STARLINK-30820,2023-167R,2024-08-16T02:51:04.161024,15.02531051,6.65e-05,43.0016,6.5035,130.7782,229.3118,0,U,58190,999,4512,0.00041726,5.437e-05,0
STARLINK-30785,2023-167S,2024-08-16T02:31:54.031872,15.02557223,0.0001055,43.0007,6.4086,247.6705,112.4026,0,U,58191,999,4512,0.0010315,0.00013765,0
STARLINK-30807,2023-167T,2024-08-16T18:33:56.219904,15.02544959,7.75e-05,43.0001,2.8189,235.8957,124.1812,0,U,58192,999,4522,0.00014572,1.766e-05,0
STARLINK-30822,2023-167U,2024-08-16T02:27:04.780224,15.02529354,0.0001168,43.0002,6.3813,252.7788,107.2926,0,U,58193,999,4512,0.00027619,3.529e-05,0
STARLINK-30830,2023-167V,2024-08-16T18:17:56.306400,15.02540899,1.74e-05,43.0015,2.7121,124.8155,235.2704,0,U,58194,999,4522,6.875e-05,7.26e-06,0
STARLINK-30827,2023-167W,2024-08-16T18:14:46.329216,15.02547456,0.0001975,43.0054,2.7202,249.7783,110.2847,0,U,58195,999,4511,0.00031787,4.094e-05,0
STARLINK-30798,2023-167X,2024-08-16T01:44:04.755264,15.02579357,0.0003325,43.0019,7.0141,266.8041,93.2421,0,U,58196,999,4511,0.0011955,0.00016002,0
STARLINK-30762,2023-167Y,2024-08-16T18:19:33.086496,15.02560351,0.0002745,43.0036,2.7444,255.8515,104.2022,0,U,58197,999,4517,-0.00057332,-7.945e-05,0
TIANHUI 5A,2023-168A,2024-08-16T17:57:23.858784,14.87577682,0.0001882,97.8223,235.7464,81.7535,32.7197,0,U,58199,999,4307,0.00027763,2.468e-05,0
CZ-6A R/B,2023-168B,2024-08-16T01:11:05.853984,15.07689091,0.0074244,97.8047,242.807,131.4646,229.2989,0,U,58200,999,4351,0.00061694,9.966e-05,0
TIANHUI 5B,2023-168C,2024-08-16T16:25:42.971232,14.87574944,0.0001859,97.8227,235.6804,98.9129,34.8195,0,U,58201,999,4306,0.00014144,1.23e-05,0
CZ-6A DEB,2023-168D,2024-08-16T11:25:52.593888,14.94632487,0.000124,97.8209,236.7277,49.363,310.7698,0,U,58202,999,4311,0.0027355,0.00029685,0
TJS-10,2023-169A,2024-08-16T16:59:52.999584,1.00271827,0.0002938,0.8039,88.3392,103.1888,201.8238,0,U,58204,999,296,0,2e-08,0
OBJECT D,2023-165D,2024-08-16T19:48:23.342688,13.97190517,0.0010186,67.1484,115.7726,156.9754,203.1789,0,U,58428,999,3731,0.00024579,2.69e-06,0
SZ-17 MODULE,2023-164C,2024-08-16T18:59:39.916608,15.71347423,0.0010122,41.4752,70.2622,311.5407,48.4567,0,U,59624,999,1705,0.00060635,0.00080192,0
NOOR-3,2023-150A,2024-08-16T17:45:28.696608,16.48040955,0.000837,59.982,125.7538,244.9042,115.1228,0,U,57962,999,5051,0.00023542,0.15553402,1.0478e-05
QASED R/B,2023-150B,2024-08-16T10:58:17.335776,15.60904538,0.0008322,60.0138,148.8671,177.5982,182.5157,0,U,57963,999,5016,0.0011291,0.00096439,0
STARLINK-30396,2023-151A,2024-08-16T04:22:21.981504,15.02534524,0.0001278,43.0023,198.8485,250.644,109.4264,0,U,57964,999,4991,0.00037767,4.901e-05,0
STARLINK-30524,2023-151B,2024-08-16T05:16:34.651200,15.02483567,0.0002663,42.9994,198.2762,268.6209,91.4328,0,U,57965,999,4992,0.00057169,7.517e-05,0
STARLINK-30521,2023-151C,2024-08-16T21:24:59.986944,15.02550869,0.0001047,43.0001,194.7171,274.8545,85.2178,0,U,57966,999,4995,-0.00013927,-2.085e-05,0
STARLINK-30528,2023-151D,2024-08-16T05:22:54.829344,15.02544489,0.0001032,43.0023,198.3013,280.7456,79.3271,0,U,57967,999,4992,0.00028778,3.687e-05,0
STARLINK-30495,2023-151E,2024-08-16T04:30:20.942496,15.02537333,0.000159,43.0008,198.8822,269.9528,90.1132,0,U,57968,999,4991,-9.6526e-05,-1.507e-05,0
STARLINK-30484,2023-151F,2024-08-16T21:15:17.478144,15.02591624,0.0001028,43.0034,194.6634,269.1605,90.9119,0,U,57969,999,4991,0.00047707,6.256e-05,0
STARLINK-30494,2023-151G,2024-08-16T04:44:43.221408,15.02541739,0.0001715,43.0049,198.9428,260.0777,99.9872,0,U,57970,999,4991,0.00025084,3.187e-05,0
